,用户,时间,数量,金额,月份
582,147,1997-01-28,2,27.14,1997-01-01
583,147,1997-02-24,3,62.1,1997-02-01
584,147,1997-05-17,1,13.97,1997-05-01
585,147,1997-09-15,1,12.99,1997-09-01
586,147,1997-09-15,1,14.99,1997-09-01
587,147,1997-11-09,2,29.48,1997-11-01
588,147,1997-12-03,6,67.94,1997-12-01
589,147,1997-12-13,4,59.46,1997-12-01
590,148,1997-01-01,1,14.96,1997-01-01
591,148,1997-02-16,1,9.77,1997-02-01
592,148,1997-06-02,1,9.77,1997-06-01
593,148,1997-11-04,1,11.49,1997-11-01
594,148,1997-11-07,3,40.97,1997-11-01
595,148,1998-02-22,2,29.91,1998-02-01
596,148,1998-03-21,2,29.57,1998-03-01
597,149,1997-01-01,4,54.87,1997-01-01
598,149,1997-01-24,4,51.67,1997-01-01
599,150,1997-01-01,1,15.36,1997-01-01
600,151,1997-01-01,1,13.97,1997-01-01
601,152,1997-01-01,6,102.0,1997-01-01
602,152,1997-01-06,2,21.54,1997-01-01
603,152,1997-01-26,2,23.54,1997-01-01
604,152,1997-02-03,2,28.93,1997-02-01
605,152,1997-10-28,3,43.97,1997-10-01
606,152,1998-01-18,2,23.98,1998-01-01
607,153,1997-01-01,1,6.79,1997-01-01
608,154,1997-01-01,1,14.37,1997-01-01
609,154,1997-05-29,1,14.96,1997-05-01
610,154,1997-09-27,1,13.99,1997-09-01
611,154,1997-11-06,1,13.99,1997-11-01
612,154,1998-04-26,1,11.88,1998-04-01
613,155,1997-01-01,1,23.99,1997-01-01
614,156,1997-01-01,1,10.77,1997-01-01
615,157,1997-01-01,2,27.94,1997-01-01
616,157,1997-02-26,4,52.27,1997-02-01
617,158,1997-01-01,3,43.05,1997-01-01
618,159,1997-01-01,2,19.75,1997-01-01
619,160,1997-01-01,2,19.74,1997-01-01
620,161,1997-01-01,1,19.77,1997-01-01
621,161,1997-01-19,1,13.97,1997-01-01
622,161,1997-02-22,3,38.9,1997-02-01
623,161,1997-04-27,2,25.14,1997-04-01
624,161,1997-09-12,3,36.97,1997-09-01
625,161,1997-12-11,3,32.47,1997-12-01
626,161,1997-12-14,3,79.97,1997-12-01
627,161,1997-12-22,1,51.99,1997-12-01
628,161,1998-02-07,2,25.98,1998-02-01
629,161,1998-03-17,4,54.77,1998-03-01
630,161,1998-06-01,2,36.98,1998-06-01
631,162,1997-01-01,2,119.54,1997-01-01
632,163,1997-01-01,2,25.74,1997-01-01
633,164,1997-01-05,2,25.73,1997-01-01
634,164,1997-02-07,3,38.5,1997-02-01
635,164,1997-03-14,2,29.33,1997-03-01
636,164,1997-06-06,2,27.94,1997-06-01
637,164,1997-07-15,1,14.96,1997-07-01
638,164,1997-07-25,3,42.7,1997-07-01
639,164,1997-12-16,3,41.97,1997-12-01
640,164,1998-06-29,2,24.46,1998-06-01
641,165,1997-01-01,1,7.78,1997-01-01
642,165,1998-03-11,2,17.98,1998-03-01
643,165,1998-06-01,1,8.99,1998-06-01
644,166,1997-01-01,2,29.53,1997-01-01
645,166,1997-11-30,2,16.48,1997-11-01
646,166,1997-12-13,3,36.97,1997-12-01
647,166,1997-12-21,2,17.98,1997-12-01
648,166,1997-12-24,3,36.97,1997-12-01
649,166,1998-02-24,1,11.49,1998-02-01
650,166,1998-03-18,1,11.88,1998-03-01
651,166,1998-05-27,1,11.88,1998-05-01
652,167,1997-01-19,2,30.32,1997-01-01
653,167,1997-01-21,1,13.77,1997-01-01
654,167,1997-03-08,1,14.96,1997-03-01
655,167,1997-06-14,2,24.95,1997-06-01
656,167,1997-10-11,1,12.99,1997-10-01
657,167,1997-10-30,1,59.49,1997-10-01
658,167,1997-11-23,1,11.49,1997-11-01
659,167,1997-12-10,1,18.49,1997-12-01
660,168,1997-01-01,1,14.96,1997-01-01
661,169,1997-01-01,1,11.77,1997-01-01
662,170,1997-01-01,2,29.92,1997-01-01
663,170,1998-01-27,3,44.47,1998-01-01
664,171,1997-01-01,1,14.96,1997-01-01
665,172,1997-01-01,5,50.95,1997-01-01
666,173,1997-01-01,1,18.36,1997-01-01
667,173,1998-04-03,3,31.47,1998-04-01
668,174,1997-01-01,1,15.36,1997-01-01
669,174,1997-01-06,1,21.37,1997-01-01
670,175,1997-01-01,1,27.77,1997-01-01
671,176,1997-01-01,1,11.77,1997-01-01
672,177,1997-01-01,2,42.14,1997-01-01
673,177,1997-01-01,1,22.77,1997-01-01
674,177,1997-01-03,1,15.99,1997-01-01
675,177,1997-01-03,3,44.72,1997-01-01
676,177,1997-01-12,1,14.37,1997-01-01
677,177,1997-01-17,1,14.37,1997-01-01
678,177,1997-02-02,1,13.97,1997-02-01
679,177,1997-02-02,1,14.37,1997-02-01
680,177,1997-02-07,2,30.92,1997-02-01
681,177,1997-02-10,1,15.96,1997-02-01
682,177,1997-02-23,1,16.76,1997-02-01
683,177,1997-03-10,1,14.37,1997-03-01
684,177,1997-03-11,1,15.96,1997-03-01
685,177,1997-03-19,1,11.77,1997-03-01
686,177,1997-03-19,1,15.36,1997-03-01
687,177,1997-03-26,1,14.96,1997-03-01
688,177,1997-04-25,1,14.96,1997-04-01
689,177,1997-05-27,1,8.97,1997-05-01
690,177,1997-06-08,1,11.77,1997-06-01
691,177,1997-06-22,1,14.96,1997-06-01
692,177,1997-07-18,1,14.96,1997-07-01
693,177,1997-08-03,1,14.96,1997-08-01
694,177,1997-09-05,1,14.96,1997-09-01
695,177,1997-09-05,1,15.36,1997-09-01
696,177,1997-10-26,1,15.49,1997-10-01
697,177,1997-11-01,1,14.99,1997-11-01
698,177,1997-11-19,1,17.99,1997-11-01
699,177,1997-12-02,1,31.49,1997-12-01
700,177,1997-12-05,1,22.49,1997-12-01
701,177,1998-01-03,1,11.49,1998-01-01
702,177,1998-02-04,1,11.49,1998-02-01
703,177,1998-05-13,1,14.99,1998-05-01
704,178,1997-01-01,1,12.49,1997-01-01
705,179,1997-01-01,1,16.36,1997-01-01
706,179,1997-02-15,1,14.96,1997-02-01
707,179,1997-03-08,2,24.94,1997-03-01
708,179,1997-07-23,1,21.97,1997-07-01
709,179,1997-07-28,1,12.25,1997-07-01
710,179,1997-08-03,1,14.96,1997-08-01
711,179,1997-08-03,2,16.76,1997-08-01
712,179,1997-08-17,1,9.98,1997-08-01
713,179,1997-09-24,2,19.98,1997-09-01
714,179,1997-09-25,1,9.99,1997-09-01
715,179,1998-02-24,1,11.88,1998-02-01
716,180,1997-01-01,2,25.88,1997-01-01
717,180,1997-08-28,3,36.71,1997-08-01
718,181,1997-01-01,3,43.7,1997-01-01
719,182,1997-01-01,1,26.77,1997-01-01
720,182,1997-09-27,1,12.99,1997-09-01
721,182,1997-12-15,3,41.97,1997-12-01
722,182,1998-05-18,1,9.99,1998-05-01
723,183,1997-01-01,1,9.99,1997-01-01
724,184,1997-01-01,1,19.99,1997-01-01
725,184,1998-05-18,1,11.88,1998-05-01
726,185,1997-02-27,3,26.07,1997-02-01
727,185,1997-03-22,1,14.79,1997-03-01
728,185,1997-03-22,1,6.99,1997-03-01
729,185,1998-03-27,3,39.36,1998-03-01
730,185,1998-05-22,2,27.98,1998-05-01
731,186,1997-01-02,1,16.96,1997-01-01
732,186,1997-09-17,1,17.49,1997-09-01
733,187,1997-01-01,2,31.32,1997-01-01
734,187,1997-02-02,1,4.79,1997-02-01
735,188,1997-01-01,1,13.77,1997-01-01
736,189,1997-01-01,15,294.03,1997-01-01
737,190,1997-01-01,1,15.36,1997-01-01
738,191,1997-01-05,6,70.23,1997-01-01
739,192,1997-01-01,1,10.77,1997-01-01
740,192,1997-01-22,2,30.92,1997-01-01
741,192,1997-03-22,2,28.93,1997-03-01
742,192,1997-06-01,3,59.69,1997-06-01
743,192,1997-07-14,1,14.96,1997-07-01
744,192,1997-08-01,1,14.96,1997-08-01
745,193,1997-01-01,2,27.94,1997-01-01
746,194,1997-01-01,10,168.89,1997-01-01
747,194,1997-01-11,6,86.89,1997-01-01
748,195,1997-01-06,1,15.36,1997-01-01
749,195,1997-10-11,1,9.49,1997-10-01
750,195,1997-10-24,2,28.98,1997-10-01
751,195,1997-10-25,1,11.49,1997-10-01
752,195,1997-10-29,1,22.49,1997-10-01
753,195,1997-11-01,1,11.49,1997-11-01
754,195,1998-01-20,1,14.49,1998-01-01
755,196,1997-01-01,2,25.54,1997-01-01
756,197,1997-01-01,1,12.49,1997-01-01
757,197,1997-03-02,1,12.49,1997-03-01
758,197,1997-05-05,1,28.99,1997-05-01
759,198,1997-01-01,1,15.76,1997-01-01
760,199,1997-01-01,1,14.37,1997-01-01
761,200,1997-01-01,3,39.93,1997-01-01
762,200,1997-01-22,2,44.36,1997-01-01
763,201,1997-01-01,1,14.96,1997-01-01
764,201,1997-04-05,1,14.37,1997-04-01
765,201,1997-10-18,1,9.49,1997-10-01
766,201,1998-01-11,1,9.49,1998-01-01
767,201,1998-04-28,1,24.99,1998-04-01
768,202,1997-01-01,8,113.94,1997-01-01
769,202,1997-01-02,2,32.52,1997-01-01
770,203,1997-01-01,1,20.99,1997-01-01
771,203,1997-02-27,1,13.97,1997-02-01
772,203,1997-04-05,1,14.9,1997-04-01
773,203,1997-07-24,1,13.97,1997-07-01
774,204,1997-01-15,5,72.23,1997-01-01
775,205,1997-01-01,1,12.49,1997-01-01
776,205,1997-03-18,1,19.3,1997-03-01
777,205,1997-05-13,1,19.3,1997-05-01
778,205,1997-12-07,2,50.98,1997-12-01
779,206,1997-01-01,1,17.99,1997-01-01
780,207,1997-01-01,1,19.3,1997-01-01
781,207,1997-03-22,1,34.99,1997-03-01
782,207,1997-11-16,3,39.97,1997-11-01
783,208,1997-01-11,5,63.25,1997-01-01
784,208,1998-02-21,5,70.38,1998-02-01
785,209,1997-01-19,4,66.26,1997-01-01
786,209,1997-02-24,2,29.92,1997-02-01
787,209,1997-03-15,1,19.99,1997-03-01
788,210,1997-01-01,4,59.66,1997-01-01
789,210,1998-03-26,2,26.37,1998-03-01
790,211,1997-01-01,1,7.78,1997-01-01
791,212,1997-01-01,1,14.37,1997-01-01
792,213,1997-01-01,1,10.77,1997-01-01
793,213,1997-01-19,1,11.77,1997-01-01
794,214,1997-01-01,1,11.77,1997-01-01
795,214,1997-01-03,3,44.73,1997-01-01
796,214,1997-01-08,1,14.79,1997-01-01
797,214,1997-01-25,2,23.54,1997-01-01
798,214,1997-04-07,3,46.51,1997-04-01
799,214,1997-05-22,3,40.91,1997-05-01
800,214,1997-10-21,3,39.97,1997-10-01
801,215,1997-01-01,1,11.77,1997-01-01
802,216,1997-01-01,1,13.97,1997-01-01
803,217,1997-01-01,2,57.54,1997-01-01
804,217,1997-12-09,8,113.92,1997-12-01
805,217,1998-01-29,1,12.58,1998-01-01
806,217,1998-06-02,1,11.88,1998-06-01
807,218,1997-02-06,4,57.48,1997-02-01
808,219,1997-01-01,3,38.51,1997-01-01
809,219,1997-05-17,3,35.51,1997-05-01
810,220,1997-01-01,4,57.85,1997-01-01
811,221,1997-01-01,1,12.49,1997-01-01
812,222,1997-01-01,1,29.99,1997-01-01
813,222,1997-02-21,1,15.36,1997-02-01
814,222,1997-10-30,2,40.98,1997-10-01
815,223,1997-01-01,3,47.93,1997-01-01
816,224,1997-01-01,2,28.33,1997-01-01
817,225,1997-01-01,2,24.98,1997-01-01
818,225,1997-01-18,3,37.47,1997-01-01
819,225,1997-02-27,1,6.79,1997-02-01
820,225,1997-04-16,1,12.49,1997-04-01
821,225,1997-08-01,1,23.88,1997-08-01
822,226,1997-01-02,2,35.93,1997-01-01
823,226,1997-02-23,2,26.73,1997-02-01
824,226,1997-04-20,2,23.76,1997-04-01
825,226,1997-07-19,2,24.74,1997-07-01
826,226,1998-02-15,1,15.49,1998-02-01
827,226,1998-05-05,3,43.47,1998-05-01
828,227,1997-01-01,1,34.97,1997-01-01
829,227,1997-01-17,1,13.77,1997-01-01
830,227,1997-03-08,1,14.96,1997-03-01
831,227,1997-05-11,3,86.51,1997-05-01
832,227,1997-08-24,1,14.37,1997-08-01
833,228,1997-01-01,2,25.98,1997-01-01
834,228,1997-02-06,2,23.54,1997-02-01
835,228,1997-02-11,1,13.97,1997-02-01
836,228,1997-02-12,1,27.77,1997-02-01
837,228,1997-02-28,1,9.98,1997-02-01
838,228,1997-03-11,1,15.36,1997-03-01
839,228,1997-05-27,1,21.97,1997-05-01
840,228,1997-05-31,1,17.3,1997-05-01
841,228,1997-07-08,3,51.75,1997-07-01
842,228,1997-08-07,2,36.74,1997-08-01
843,228,1997-08-28,1,23.97,1997-08-01
844,228,1997-12-29,3,41.47,1997-12-01
845,228,1998-01-06,1,29.99,1998-01-01
846,229,1997-01-01,1,12.49,1997-01-01
847,229,1997-01-06,2,19.28,1997-01-01
848,229,1997-08-12,1,12.25,1997-08-01
849,229,1998-03-12,2,19.98,1998-03-01
850,229,1998-06-27,1,19.49,1998-06-01
851,230,1997-01-01,2,39.98,1997-01-01
852,230,1997-06-06,2,39.98,1997-06-01
853,231,1997-01-01,5,69.04,1997-01-01
854,232,1997-01-01,2,42.98,1997-01-01
855,233,1997-01-01,1,12.99,1997-01-01
856,234,1997-01-01,1,13.97,1997-01-01
857,234,1997-02-04,1,9.99,1997-02-01
858,235,1997-01-01,1,7.98,1997-01-01
859,236,1997-01-01,1,16.7,1997-01-01
860,237,1997-01-01,2,23.54,1997-01-01
861,238,1997-01-23,7,88.69,1997-01-01
862,238,1997-02-06,3,36.33,1997-02-01
863,238,1997-04-20,4,59.06,1997-04-01
864,238,1997-06-25,3,47.89,1997-06-01
865,238,1997-07-27,6,73.22,1997-07-01
866,239,1997-01-01,2,28.74,1997-01-01
867,240,1997-01-01,1,15.99,1997-01-01
868,240,1997-03-08,1,14.96,1997-03-01
869,241,1997-01-16,2,24.74,1997-01-01
870,241,1997-05-03,1,14.96,1997-05-01
871,241,1998-03-26,2,36.37,1998-03-01
872,241,1998-05-09,2,24.48,1998-05-01
873,242,1997-01-01,3,35.11,1997-01-01
874,242,1997-01-17,2,30.32,1997-01-01
875,243,1997-01-02,2,17.96,1997-01-01
876,244,1997-01-01,3,46.64,1997-01-01
877,244,1997-01-30,8,117.6,1997-01-01
878,244,1997-02-04,3,35.31,1997-02-01
879,244,1997-02-22,3,41.69,1997-02-01
880,244,1997-03-28,4,56.47,1997-03-01
881,244,1997-03-29,2,30.96,1997-03-01
882,244,1997-04-02,3,41.9,1997-04-01
883,244,1997-04-20,3,44.88,1997-04-01
884,244,1997-07-27,11,144.98,1997-07-01
885,244,1997-08-11,4,59.65,1997-08-01
886,244,1997-08-11,1,46.77,1997-08-01
887,244,1997-08-17,3,32.31,1997-08-01
888,244,1997-08-23,7,96.97,1997-08-01
889,244,1997-09-10,5,65.95,1997-09-01
890,244,1997-09-14,1,12.99,1997-09-01
891,244,1997-11-20,9,119.41,1997-11-01
892,244,1998-01-24,6,86.44,1998-01-01
893,244,1998-03-12,4,44.46,1998-03-01
894,244,1998-03-13,1,27.99,1998-03-01
895,244,1998-03-29,2,32.48,1998-03-01
896,244,1998-04-09,2,36.71,1998-04-01
897,244,1998-05-14,1,11.88,1998-05-01
898,244,1998-06-03,1,26.99,1998-06-01
899,244,1998-06-07,1,12.99,1998-06-01
900,244,1998-06-10,1,12.99,1998-06-01
901,245,1997-01-01,1,14.96,1997-01-01
902,245,1997-03-17,1,7.99,1997-03-01
903,245,1997-10-22,1,12.99,1997-10-01
904,245,1997-12-03,2,30.48,1997-12-01
905,245,1997-12-03,1,10.49,1997-12-01
906,245,1998-01-21,4,57.85,1998-01-01
907,245,1998-06-11,1,13.99,1998-06-01
908,246,1997-01-02,1,12.97,1997-01-01
909,246,1997-01-17,3,37.51,1997-01-01
910,246,1997-02-16,2,28.34,1997-02-01
911,246,1997-02-18,3,37.51,1997-02-01
912,246,1997-04-23,7,85.79,1997-04-01
913,246,1997-05-08,4,52.87,1997-05-01
914,246,1997-06-18,2,31.32,1997-06-01
915,246,1997-07-24,1,29.37,1997-07-01
916,246,1997-09-05,2,30.92,1997-09-01
917,246,1997-09-28,2,30.98,1997-09-01
918,246,1997-10-19,4,74.46,1997-10-01
919,246,1997-10-22,3,41.47,1997-10-01
920,246,1997-12-04,1,13.99,1997-12-01
921,246,1997-12-14,4,57.46,1997-12-01
922,246,1997-12-23,2,27.48,1997-12-01
923,246,1998-02-03,2,26.87,1998-02-01
924,246,1998-03-09,3,45.47,1998-03-01
925,246,1998-03-14,1,11.88,1998-03-01
926,246,1998-03-26,2,22.67,1998-03-01
927,246,1998-06-20,4,50.85,1998-06-01
928,247,1997-02-03,1,19.3,1997-02-01
929,247,1997-07-26,1,23.88,1997-07-01
930,247,1997-12-16,1,19.99,1997-12-01
931,247,1998-05-12,2,30.98,1998-05-01
932,248,1997-01-02,1,14.37,1997-01-01
933,249,1997-01-02,2,37.35,1997-01-01
934,249,1997-01-25,2,23.94,1997-01-01
935,249,1997-02-19,1,30.99,1997-02-01
936,250,1997-01-02,2,28.74,1997-01-01
937,250,1997-07-08,3,42.09,1997-07-01
938,250,1997-08-23,2,33.74,1997-08-01
939,251,1997-01-02,3,40.26,1997-01-01
940,252,1997-01-02,6,110.6,1997-01-01
941,252,1997-01-08,2,26.14,1997-01-01
942,252,1998-03-07,6,69.94,1998-03-01
943,252,1998-03-22,7,105.82,1998-03-01
944,252,1998-06-06,2,22.77,1998-06-01
945,252,1998-06-10,1,12.99,1998-06-01
946,253,1997-01-02,1,13.97,1997-01-01
947,254,1997-01-02,1,15.96,1997-01-01
948,255,1997-01-02,1,11.77,1997-01-01
949,256,1997-01-02,1,14.99,1997-01-01
950,256,1997-03-02,2,34.6,1997-03-01
951,256,1997-04-14,1,29.99,1997-04-01
952,257,1997-01-02,1,27.77,1997-01-01
953,257,1997-10-30,1,12.99,1997-10-01
954,257,1998-04-09,1,14.99,1998-04-01
955,258,1997-01-02,3,59.97,1997-01-01
956,259,1997-01-02,1,14.79,1997-01-01
957,260,1997-01-05,4,57.27,1997-01-01
958,261,1997-01-02,1,8.77,1997-01-01
959,262,1997-01-02,3,48.95,1997-01-01
960,263,1997-01-02,1,14.79,1997-01-01
961,264,1997-01-02,1,16.99,1997-01-01
962,265,1997-01-02,4,108.87,1997-01-01
963,265,1997-02-19,1,14.96,1997-02-01
964,265,1997-02-20,1,11.77,1997-02-01
965,266,1997-01-02,3,39.97,1997-01-01
966,266,1997-01-27,4,59.31,1997-01-01
967,267,1997-01-02,3,37.47,1997-01-01
968,268,1997-03-24,1,7.78,1997-03-01
969,269,1997-02-15,1,29.99,1997-02-01
970,270,1997-01-02,7,89.77,1997-01-01
971,270,1997-01-24,14,179.4,1997-01-01
972,271,1997-01-02,1,12.77,1997-01-01
973,272,1997-01-02,1,9.98,1997-01-01
974,272,1997-03-20,2,18.75,1997-03-01
975,272,1997-04-05,1,9.98,1997-04-01
976,273,1997-01-02,1,6.79,1997-01-01
977,273,1997-03-25,1,14.96,1997-03-01
978,274,1997-01-02,1,5.78,1997-01-01
979,275,1997-01-02,6,60.47,1997-01-01
980,276,1997-01-02,2,21.73,1997-01-01
981,276,1997-01-17,2,37.54,1997-01-01
982,276,1997-07-08,3,45.09,1997-07-01
983,276,1998-06-01,1,13.99,1998-06-01
984,277,1997-01-02,1,17.9,1997-01-01
985,277,1998-03-09,1,13.99,1998-03-01
986,278,1997-01-02,1,23.97,1997-01-01
987,279,1997-01-02,1,17.3,1997-01-01
988,279,1997-01-17,1,66.3,1997-01-01
989,279,1997-08-14,2,56.21,1997-08-01
990,280,1997-01-02,12,155.64,1997-01-01
991,280,1997-02-01,6,88.32,1997-02-01
992,280,1997-04-28,1,12.49,1997-04-01
993,281,1997-01-02,1,14.7,1997-01-01
994,282,1997-01-02,4,53.88,1997-01-01
995,283,1997-01-02,3,37.71,1997-01-01
996,284,1997-01-02,1,20.0,1997-01-01
997,285,1997-01-02,1,25.99,1997-01-01
998,286,1997-01-02,2,41.36,1997-01-01
999,286,1997-01-13,3,45.91,1997-01-01
1000,287,1997-01-02,1,13.97,1997-01-01
1001,288,1997-01-02,1,14.96,1997-01-01
1002,288,1997-05-02,1,13.97,1997-05-01
1003,289,1997-01-02,1,10.77,1997-01-01
1004,289,1997-02-08,1,9.77,1997-02-01
1005,290,1997-01-02,2,49.98,1997-01-01
1006,291,1997-01-02,14,199.15,1997-01-01
1007,292,1997-01-02,1,13.97,1997-01-01
1008,292,1997-06-25,1,17.96,1997-06-01
1009,292,1997-07-08,2,19.96,1997-07-01
1010,292,1998-01-07,1,13.99,1998-01-01
1011,293,1997-01-02,7,98.75,1997-01-01
1012,293,1998-03-20,5,75.03,1998-03-01
1013,294,1997-01-19,1,14.37,1997-01-01
1014,294,1997-11-21,1,12.99,1997-11-01
1015,295,1997-01-02,1,13.77,1997-01-01
1016,295,1997-07-30,14,195.53,1997-07-01
1017,295,1997-09-10,5,67.95,1997-09-01
1018,295,1998-03-27,8,109.33,1998-03-01
1019,296,1997-01-02,3,25.53,1997-01-01
1020,297,1997-01-02,1,14.96,1997-01-01
1021,298,1997-01-02,5,68.04,1997-01-01
1022,299,1997-01-02,1,8.77,1997-01-01
1023,299,1997-11-06,1,13.99,1997-11-01
1024,300,1997-03-25,1,13.97,1997-03-01
1025,300,1997-08-18,1,13.97,1997-08-01
1026,300,1997-09-23,2,25.98,1997-09-01
1027,300,1997-10-21,2,24.98,1997-10-01
1028,300,1997-11-18,1,13.99,1997-11-01
1029,300,1997-12-03,3,39.47,1997-12-01
1030,300,1997-12-12,3,39.97,1997-12-01
1031,300,1997-12-18,1,13.99,1997-12-01
1032,300,1998-01-08,2,27.48,1998-01-01
1033,300,1998-01-24,3,25.47,1998-01-01
1034,300,1998-02-13,3,40.47,1998-02-01
1035,300,1998-02-22,1,8.39,1998-02-01
1036,300,1998-02-26,2,25.98,1998-02-01
1037,300,1998-03-06,2,29.48,1998-03-01
1038,300,1998-03-08,2,15.98,1998-03-01
1039,300,1998-03-24,3,39.47,1998-03-01
1040,300,1998-03-24,1,13.49,1998-03-01
1041,300,1998-04-27,1,15.99,1998-04-01
1042,300,1998-05-20,3,34.47,1998-05-01
1043,300,1998-06-11,2,24.98,1998-06-01
1044,300,1998-06-19,3,35.97,1998-06-01
1045,300,1998-06-26,1,14.49,1998-06-01
1046,301,1997-01-02,5,73.42,1997-01-01
1047,301,1997-04-21,1,9.99,1997-04-01
1048,301,1997-07-31,3,41.5,1997-07-01
1049,301,1997-11-11,3,48.47,1997-11-01
1050,302,1997-01-02,2,27.13,1997-01-01
1051,303,1997-01-02,1,10.77,1997-01-01
1052,304,1997-01-02,2,25.74,1997-01-01
1053,304,1997-05-15,1,14.96,1997-05-01
1054,304,1997-05-19,1,15.19,1997-05-01
1055,304,1997-05-23,2,32.92,1997-05-01
1056,304,1997-05-27,2,24.53,1997-05-01
1057,305,1997-01-02,5,70.83,1997-01-01
1058,305,1997-11-05,6,81.44,1997-11-01
1059,306,1997-01-02,1,30.99,1997-01-01
1060,307,1997-02-27,2,28.45,1997-02-01
1061,308,1997-01-02,1,12.77,1997-01-01
1062,309,1997-03-16,3,52.5,1997-03-01
1063,310,1997-01-07,3,39.32,1997-01-01
1064,311,1997-01-02,5,69.25,1997-01-01
1065,312,1997-01-02,2,87.74,1997-01-01
1066,312,1997-12-21,1,14.99,1997-12-01
1067,313,1997-01-02,7,101.22,1997-01-01
1068,313,1997-01-10,6,70.0,1997-01-01
1069,313,1997-01-23,3,43.3,1997-01-01
1070,313,1997-02-01,7,99.95,1997-02-01
1071,313,1997-03-14,5,70.03,1997-03-01
1072,313,1997-04-28,30,457.49,1997-04-01
1073,313,1997-05-19,8,111.15,1997-05-01
1074,313,1997-07-08,18,253.97,1997-07-01
1075,313,1997-07-22,13,190.39,1997-07-01
1076,313,1997-08-03,15,206.15,1997-08-01
1077,313,1997-09-01,13,171.35,1997-09-01
1078,313,1997-10-10,9,114.91,1997-10-01
1079,313,1997-11-06,9,125.91,1997-11-01
1080,313,1997-11-18,8,97.92,1997-11-01
1081,313,1997-11-26,5,68.45,1997-11-01
1082,313,1998-03-28,5,69.34,1998-03-01
1083,313,1998-03-30,3,40.97,1998-03-01
1084,313,1998-04-15,4,52.35,1998-04-01
1085,313,1998-04-30,4,52.46,1998-04-01
1086,313,1998-05-24,2,34.98,1998-05-01
1087,314,1997-01-02,1,3.99,1997-01-01
1088,314,1997-01-13,10,166.89,1997-01-01
1089,314,1997-01-13,4,60.25,1997-01-01
1090,315,1997-02-11,1,34.97,1997-02-01
1091,315,1997-03-12,3,39.92,1997-03-01
1092,315,1997-03-15,1,13.97,1997-03-01
1093,316,1997-01-02,3,35.9,1997-01-01
1094,316,1997-01-17,1,10.77,1997-01-01
1095,316,1997-04-06,1,14.79,1997-04-01
1096,316,1997-07-31,1,10.77,1997-07-01
1097,317,1997-01-02,1,46.77,1997-01-01
1098,317,1997-11-01,3,42.47,1997-11-01
1099,317,1997-12-06,1,14.49,1997-12-01
1100,317,1998-01-23,6,90.94,1998-01-01
1101,317,1998-02-06,2,36.48,1998-02-01
1102,318,1997-01-02,2,26.74,1997-01-01
1103,318,1997-01-29,1,11.77,1997-01-01
1104,318,1998-01-12,2,25.98,1998-01-01
1105,319,1997-01-02,2,26.73,1997-01-01
1106,319,1997-01-07,1,14.96,1997-01-01
1107,320,1997-01-02,1,9.99,1997-01-01
1108,321,1997-01-02,6,103.05,1997-01-01
1109,322,1997-01-02,1,25.77,1997-01-01
1110,322,1997-07-05,2,26.56,1997-07-01
1111,323,1997-01-02,2,24.98,1997-01-01
1112,323,1997-03-14,1,11.77,1997-03-01
1113,323,1997-07-10,4,75.32,1997-07-01
1114,323,1997-09-24,3,29.97,1997-09-01
1115,323,1997-11-24,2,27.48,1997-11-01
1116,323,1998-02-20,3,43.97,1998-02-01
1117,323,1998-03-03,4,50.85,1998-03-01
1118,323,1998-04-29,6,128.42,1998-04-01
1119,323,1998-06-22,1,19.99,1998-06-01
1120,324,1997-01-02,2,21.54,1997-01-01
1121,324,1997-09-27,3,37.47,1997-09-01
1122,325,1997-01-02,6,72.82,1997-01-01
1123,326,1997-01-02,1,14.37,1997-01-01
1124,327,1997-01-02,3,40.7,1997-01-01
1125,328,1997-01-02,3,66.75,1997-01-01
1126,328,1997-02-27,1,22.99,1997-02-01
1127,328,1997-04-08,3,56.7,1997-04-01
1128,328,1997-04-11,1,15.36,1997-04-01
1129,328,1997-06-15,2,28.93,1997-06-01
1130,328,1997-08-02,3,37.53,1997-08-01
1131,328,1997-08-10,2,30.77,1997-08-01
1132,328,1997-09-25,2,27.48,1997-09-01
1133,328,1997-10-07,2,25.48,1997-10-01
1134,328,1997-11-23,2,23.48,1997-11-01
1135,328,1998-01-24,1,34.49,1998-01-01
1136,328,1998-03-06,3,41.47,1998-03-01
1137,328,1998-03-29,3,34.47,1998-03-01
1138,328,1998-04-01,2,25.98,1998-04-01
1139,328,1998-05-10,1,15.49,1998-05-01
1140,328,1998-05-16,2,14.98,1998-05-01
1141,328,1998-05-17,2,31.48,1998-05-01
1142,328,1998-05-21,2,27.48,1998-05-01
1143,328,1998-05-27,1,11.99,1998-05-01
1144,328,1998-06-05,1,11.89,1998-06-01
1145,328,1998-06-14,2,30.48,1998-06-01
1146,328,1998-06-21,1,31.99,1998-06-01
1147,328,1998-06-23,2,16.98,1998-06-01
1148,328,1998-06-30,2,27.98,1998-06-01
1149,329,1997-01-02,1,14.79,1997-01-01
1150,329,1997-01-08,1,11.77,1997-01-01
1151,329,1997-01-21,2,29.16,1997-01-01
1152,329,1998-02-09,2,26.37,1998-02-01
1153,329,1998-02-27,1,11.88,1998-02-01
1154,330,1997-01-02,1,14.96,1997-01-01
1155,331,1997-01-02,1,16.36,1997-01-01
1156,332,1997-01-02,1,15.36,1997-01-01
1157,333,1997-01-02,1,15.9,1997-01-01
