用户,F,R,M,用户类型
923,1,0,1,重要保持客户
924,0,0,0,一般挽留客户
925,0,1,0,一般发展客户
926,1,0,1,重要保持客户
927,1,0,1,重要保持客户
928,1,1,0,一般价值客户
929,1,1,1,重要价值客户
930,0,1,0,一般发展客户
931,1,0,0,一般保持客户
932,0,0,0,一般挽留客户
933,1,1,1,重要价值客户
934,0,1,0,一般发展客户
935,0,1,0,一般发展客户
936,0,1,0,一般发展客户
937,0,1,0,一般发展客户
938,1,0,1,重要保持客户
939,0,1,0,一般发展客户
940,0,1,0,一般发展客户
941,1,0,1,重要保持客户
942,0,0,0,一般挽留客户
943,0,1,0,一般发展客户
944,0,1,0,一般发展客户
945,0,0,0,一般挽留客户
946,1,0,1,重要保持客户
947,1,1,0,一般价值客户
948,0,0,0,一般挽留客户
949,0,1,0,一般发展客户
950,0,1,0,一般发展客户
951,1,0,1,重要保持客户
952,0,1,0,一般发展客户
953,0,1,0,一般发展客户
954,0,1,0,一般发展客户
955,0,1,0,一般发展客户
956,0,1,0,一般发展客户
957,0,1,0,一般发展客户
958,1,1,1,重要价值客户
959,0,1,0,一般发展客户
960,0,1,0,一般发展客户
961,0,1,0,一般发展客户
962,1,0,1,重要保持客户
963,0,1,0,一般发展客户
964,0,1,0,一般发展客户
965,1,0,1,重要保持客户
966,0,1,0,一般发展客户
967,0,1,0,一般发展客户
968,0,0,0,一般挽留客户
969,0,1,0,一般发展客户
970,0,1,0,一般发展客户
971,0,0,0,一般挽留客户
972,0,1,0,一般发展客户
973,0,1,0,一般发展客户
974,0,1,0,一般发展客户
975,0,1,0,一般发展客户
976,0,1,0,一般发展客户
977,0,1,0,一般发展客户
978,0,1,0,一般发展客户
979,1,0,1,重要保持客户
980,1,0,1,重要保持客户
981,1,0,1,重要保持客户
982,0,1,0,一般发展客户
983,1,1,1,重要价值客户
984,0,1,0,一般发展客户
985,1,0,1,重要保持客户
986,0,1,0,一般发展客户
987,0,1,0,一般发展客户
988,1,0,1,重要保持客户
989,0,1,0,一般发展客户
990,1,1,0,一般价值客户
991,1,0,1,重要保持客户
992,1,0,1,重要保持客户
993,0,0,0,一般挽留客户
994,0,0,0,一般挽留客户
995,0,1,0,一般发展客户
996,0,1,0,一般发展客户
997,1,0,1,重要保持客户
998,1,0,1,重要保持客户
999,0,0,0,一般挽留客户
1000,0,1,0,一般发展客户
1001,0,1,0,一般发展客户
1002,0,0,0,一般挽留客户
1003,0,1,0,一般发展客户
1004,1,0,1,重要保持客户
1005,0,1,0,一般发展客户
1006,0,1,0,一般发展客户
1007,0,1,0,一般发展客户
1008,0,1,0,一般发展客户
1009,0,1,0,一般发展客户
1010,0,1,0,一般发展客户
1011,0,1,0,一般发展客户
1012,0,1,0,一般发展客户
1013,0,1,0,一般发展客户
1014,0,1,0,一般发展客户
1015,0,1,0,一般发展客户
1016,0,0,0,一般挽留客户
1017,0,1,0,一般发展客户
1018,1,0,1,重要保持客户
1019,0,1,0,一般发展客户
1020,0,1,0,一般发展客户
1021,0,0,0,一般挽留客户
1022,0,1,0,一般发展客户
1023,0,1,0,一般发展客户
1024,0,1,0,一般发展客户
1025,1,0,1,重要保持客户
1026,1,1,1,重要价值客户
1027,0,1,0,一般发展客户
1028,0,1,0,一般发展客户
1029,1,1,1,重要价值客户
1030,1,1,1,重要价值客户
1031,0,1,0,一般发展客户
1032,1,0,1,重要保持客户
1033,0,1,0,一般发展客户
1034,0,1,0,一般发展客户
1035,1,1,1,重要价值客户
1036,0,1,0,一般发展客户
1037,1,0,1,重要保持客户
1038,0,1,1,重要发展客户
1039,0,0,0,一般挽留客户
1040,0,1,0,一般发展客户
1041,0,0,0,一般挽留客户
1042,0,1,0,一般发展客户
1043,0,1,0,一般发展客户
1044,0,1,0,一般发展客户
1045,1,0,1,重要保持客户
1046,1,1,1,重要价值客户
1047,0,1,0,一般发展客户
1048,0,1,0,一般发展客户
1049,0,1,0,一般发展客户
1050,0,1,0,一般发展客户
1051,0,1,0,一般发展客户
1052,0,1,0,一般发展客户
1053,1,0,1,重要保持客户
1054,0,1,0,一般发展客户
1055,0,1,0,一般发展客户
1056,0,1,1,重要发展客户
1057,0,1,0,一般发展客户
1058,0,1,0,一般发展客户
1059,0,1,1,重要发展客户
1060,0,1,0,一般发展客户
1061,0,1,0,一般发展客户
1062,0,1,0,一般发展客户
1063,0,1,0,一般发展客户
1064,0,1,0,一般发展客户
1065,0,1,0,一般发展客户
1066,1,0,1,重要保持客户
1067,0,1,0,一般发展客户
1068,1,0,1,重要保持客户
1069,0,1,0,一般发展客户
1070,0,1,0,一般发展客户
1071,0,0,1,重要挽留客户
1072,0,1,0,一般发展客户
1073,0,1,0,一般发展客户
1074,0,1,0,一般发展客户
1075,0,0,0,一般挽留客户
1076,1,0,1,重要保持客户
1077,1,0,1,重要保持客户
1078,0,0,0,一般挽留客户
1079,0,1,0,一般发展客户
1080,0,1,0,一般发展客户
1081,0,1,0,一般发展客户
1082,0,0,0,一般挽留客户
1083,1,0,1,重要保持客户
1084,1,0,1,重要保持客户
1085,1,0,1,重要保持客户
1086,0,0,0,一般挽留客户
1087,1,0,1,重要保持客户
1088,0,1,0,一般发展客户
1089,1,0,1,重要保持客户
1090,0,1,0,一般发展客户
1091,0,1,0,一般发展客户
1092,1,0,1,重要保持客户
1093,0,1,0,一般发展客户
1094,1,0,1,重要保持客户
1095,0,1,0,一般发展客户
1096,0,1,0,一般发展客户
1097,1,1,1,重要价值客户
1098,0,1,0,一般发展客户
1099,1,0,1,重要保持客户
1100,0,0,0,一般挽留客户
1101,0,1,0,一般发展客户
1102,0,1,0,一般发展客户
1103,0,1,0,一般发展客户
1104,0,0,0,一般挽留客户
1105,0,1,0,一般发展客户
1106,0,1,0,一般发展客户
1107,0,1,0,一般发展客户
1108,1,0,1,重要保持客户
1109,0,1,0,一般发展客户
1110,0,1,0,一般发展客户
1111,1,0,0,一般保持客户
1112,0,1,0,一般发展客户
1113,0,1,0,一般发展客户
1114,0,0,0,一般挽留客户
1115,0,1,0,一般发展客户
1116,0,1,0,一般发展客户
1117,0,1,0,一般发展客户
1118,0,1,0,一般发展客户
1119,0,1,0,一般发展客户
1120,0,0,0,一般挽留客户
1121,1,0,1,重要保持客户
1122,0,0,0,一般挽留客户
1123,0,1,0,一般发展客户
1124,0,1,0,一般发展客户
1125,0,1,0,一般发展客户
1126,1,1,0,一般价值客户
1127,0,1,0,一般发展客户
1128,0,1,0,一般发展客户
1129,0,1,0,一般发展客户
1130,0,1,0,一般发展客户
1131,0,1,0,一般发展客户
1132,0,0,0,一般挽留客户
1133,1,0,1,重要保持客户
1134,0,1,0,一般发展客户
1135,0,1,0,一般发展客户
1136,0,1,0,一般发展客户
1137,1,0,1,重要保持客户
1138,0,1,0,一般发展客户
1139,0,1,0,一般发展客户
1140,0,1,0,一般发展客户
1141,0,1,0,一般发展客户
1142,0,1,0,一般发展客户
1143,0,1,0,一般发展客户
1144,0,1,0,一般发展客户
1145,0,1,0,一般发展客户
1146,0,1,0,一般发展客户
1147,0,1,0,一般发展客户
1148,1,0,0,一般保持客户
1149,0,1,0,一般发展客户
1150,0,1,0,一般发展客户
1151,0,1,0,一般发展客户
1152,0,0,0,一般挽留客户
1153,1,0,1,重要保持客户
1154,0,1,0,一般发展客户
1155,1,0,1,重要保持客户
1156,0,0,0,一般挽留客户
1157,1,0,1,重要保持客户
1158,0,0,0,一般挽留客户
1159,0,1,0,一般发展客户
1160,1,1,1,重要价值客户
1161,1,0,1,重要保持客户
1162,0,1,0,一般发展客户
1163,0,1,0,一般发展客户
1164,0,1,0,一般发展客户
1165,0,1,0,一般发展客户
1166,0,1,1,重要发展客户
1167,1,0,1,重要保持客户
1168,0,1,0,一般发展客户
1169,0,1,0,一般发展客户
1170,1,0,1,重要保持客户
1171,1,0,1,重要保持客户
1172,0,1,0,一般发展客户
1173,0,1,0,一般发展客户
1174,0,1,0,一般发展客户
1175,0,1,0,一般发展客户
1176,1,0,1,重要保持客户
1177,0,1,0,一般发展客户
1178,0,1,0,一般发展客户
1179,0,1,0,一般发展客户
1180,0,0,0,一般挽留客户
1181,0,1,0,一般发展客户
1182,0,1,0,一般发展客户
1183,1,0,1,重要保持客户
1184,0,1,0,一般发展客户
1185,1,0,1,重要保持客户
1186,0,1,0,一般发展客户
1187,0,1,0,一般发展客户
1188,0,1,0,一般发展客户
1189,0,1,0,一般发展客户
1190,1,0,1,重要保持客户
1191,0,1,0,一般发展客户
1192,0,0,0,一般挽留客户
1193,0,1,0,一般发展客户
1194,0,1,0,一般发展客户
1195,1,0,1,重要保持客户
1196,1,0,1,重要保持客户
1197,0,1,0,一般发展客户
1198,0,1,0,一般发展客户
1199,0,1,0,一般发展客户
1200,0,1,0,一般发展客户
1201,1,0,1,重要保持客户
1202,0,1,0,一般发展客户
1203,0,0,0,一般挽留客户
1204,1,1,1,重要价值客户
1205,1,0,1,重要保持客户
1206,0,1,0,一般发展客户
1207,0,1,0,一般发展客户
1208,0,0,0,一般挽留客户
1209,0,1,0,一般发展客户
1210,0,1,0,一般发展客户
1211,0,1,0,一般发展客户
1212,1,0,1,重要保持客户
1213,0,0,0,一般挽留客户
1214,0,1,0,一般发展客户
1215,0,1,0,一般发展客户
1216,0,1,0,一般发展客户
1217,0,1,0,一般发展客户
1218,0,1,0,一般发展客户
1219,0,1,0,一般发展客户
1220,0,1,0,一般发展客户
1221,1,0,1,重要保持客户
1222,0,1,0,一般发展客户
1223,0,1,0,一般发展客户
1224,0,1,0,一般发展客户
1225,0,1,0,一般发展客户
1226,0,0,0,一般挽留客户
1227,0,0,0,一般挽留客户
1228,1,0,1,重要保持客户
1229,1,0,1,重要保持客户
1230,0,1,0,一般发展客户
1231,0,1,0,一般发展客户
1232,1,0,1,重要保持客户
1233,0,1,0,一般发展客户
1234,0,1,0,一般发展客户
1235,0,1,0,一般发展客户
1236,1,0,1,重要保持客户
1237,0,0,0,一般挽留客户
1238,0,1,0,一般发展客户
1239,0,1,0,一般发展客户
1240,0,1,0,一般发展客户
1241,1,0,1,重要保持客户
1242,0,1,0,一般发展客户
1243,0,1,0,一般发展客户
1244,0,0,0,一般挽留客户
1245,0,1,0,一般发展客户
1246,0,1,0,一般发展客户
1247,1,0,1,重要保持客户
1248,1,0,1,重要保持客户
1249,1,1,1,重要价值客户
1250,1,0,1,重要保持客户
1251,1,0,1,重要保持客户
1252,0,1,0,一般发展客户
1253,0,1,0,一般发展客户
1254,0,0,0,一般挽留客户
1255,0,1,0,一般发展客户
1256,0,1,0,一般发展客户
1257,1,0,1,重要保持客户
1258,1,0,1,重要保持客户
1259,0,1,0,一般发展客户
1260,0,0,0,一般挽留客户
1261,0,1,0,一般发展客户
1262,0,1,0,一般发展客户
1263,0,0,0,一般挽留客户
1264,0,1,0,一般发展客户
1265,0,1,0,一般发展客户
1266,0,1,0,一般发展客户
1267,0,1,0,一般发展客户
1268,0,0,0,一般挽留客户
1269,0,1,0,一般发展客户
1270,0,1,1,重要发展客户
1271,0,1,0,一般发展客户
1272,0,1,0,一般发展客户
1273,0,0,0,一般挽留客户
1274,0,1,0,一般发展客户
1275,0,1,0,一般发展客户
1276,0,1,0,一般发展客户
1277,0,0,0,一般挽留客户
1278,0,1,0,一般发展客户
1279,0,1,0,一般发展客户
1280,0,1,0,一般发展客户
1281,0,1,0,一般发展客户
1282,0,1,1,重要发展客户
1283,1,1,1,重要价值客户
1284,1,0,1,重要保持客户
1285,1,1,1,重要价值客户
1286,0,1,0,一般发展客户
1287,0,1,0,一般发展客户
1288,0,1,0,一般发展客户
1289,0,0,0,一般挽留客户
1290,0,0,0,一般挽留客户
1291,0,1,0,一般发展客户
1292,1,0,1,重要保持客户
1293,0,0,1,重要挽留客户
1294,1,0,1,重要保持客户
1295,0,1,0,一般发展客户
1296,0,0,0,一般挽留客户
1297,0,1,1,重要发展客户
1298,1,1,1,重要价值客户
1299,0,1,0,一般发展客户
1300,0,1,0,一般发展客户
1301,0,0,0,一般挽留客户
1302,0,1,1,重要发展客户
1303,0,1,0,一般发展客户
1304,0,1,0,一般发展客户
1305,0,1,0,一般发展客户
1306,0,1,0,一般发展客户
1307,0,1,0,一般发展客户
1308,0,1,0,一般发展客户
1309,1,0,1,重要保持客户
1310,1,0,1,重要保持客户
1311,0,1,0,一般发展客户
1312,1,1,0,一般价值客户
1313,1,0,1,重要保持客户
1314,1,0,1,重要保持客户
1315,0,1,0,一般发展客户
1316,1,0,1,重要保持客户
1317,0,1,0,一般发展客户
1318,0,1,0,一般发展客户
1319,0,1,0,一般发展客户
1320,0,1,0,一般发展客户
1321,0,1,0,一般发展客户
1322,0,1,0,一般发展客户
1323,1,0,1,重要保持客户
1324,0,1,0,一般发展客户
1325,0,1,0,一般发展客户
1326,0,1,0,一般发展客户
1327,1,1,1,重要价值客户
1328,0,1,0,一般发展客户
1329,0,0,0,一般挽留客户
1330,1,0,1,重要保持客户
1331,0,1,0,一般发展客户
1332,1,1,1,重要价值客户
1333,0,0,0,一般挽留客户
1334,0,1,0,一般发展客户
1335,0,1,0,一般发展客户
1336,0,1,0,一般发展客户
1337,0,1,0,一般发展客户
1338,0,1,0,一般发展客户
1339,0,1,0,一般发展客户
1340,0,1,0,一般发展客户
1341,0,0,0,一般挽留客户
1342,1,0,1,重要保持客户
1343,0,0,0,一般挽留客户
1344,1,0,1,重要保持客户
1345,0,1,0,一般发展客户
1346,0,0,0,一般挽留客户
1347,0,1,0,一般发展客户
1348,1,1,1,重要价值客户
1349,1,0,1,重要保持客户
1350,0,1,1,重要发展客户
1351,0,1,0,一般发展客户
1352,0,1,0,一般发展客户
1353,0,1,0,一般发展客户
1354,1,1,1,重要价值客户
1355,0,1,0,一般发展客户
1356,1,0,1,重要保持客户
1357,1,0,1,重要保持客户
1358,0,0,0,一般挽留客户
1359,0,1,0,一般发展客户
1360,0,1,0,一般发展客户
1361,0,1,0,一般发展客户
1362,0,0,0,一般挽留客户
1363,0,1,0,一般发展客户
1364,0,1,0,一般发展客户
1365,0,1,0,一般发展客户
1366,0,1,0,一般发展客户
1367,0,1,0,一般发展客户
1368,0,1,0,一般发展客户
1369,0,1,0,一般发展客户
1370,1,0,1,重要保持客户
1371,0,1,0,一般发展客户
1372,0,1,1,重要发展客户
1373,0,1,0,一般发展客户
1374,0,1,0,一般发展客户
1375,0,0,0,一般挽留客户
1376,0,0,0,一般挽留客户
1377,0,1,0,一般发展客户
1378,0,1,0,一般发展客户
1379,0,1,0,一般发展客户
1380,0,1,0,一般发展客户
1381,0,1,0,一般发展客户
1382,0,0,0,一般挽留客户
1383,0,1,0,一般发展客户
1384,0,1,0,一般发展客户
1385,1,0,1,重要保持客户
1386,0,0,0,一般挽留客户
1387,0,1,0,一般发展客户
1388,0,1,0,一般发展客户
1389,0,1,0,一般发展客户
1390,0,1,0,一般发展客户
1391,0,0,0,一般挽留客户
1392,0,1,0,一般发展客户
1393,1,0,1,重要保持客户
1394,0,1,1,重要发展客户
1395,0,1,0,一般发展客户
1396,1,0,1,重要保持客户
1397,0,1,0,一般发展客户
1398,0,0,0,一般挽留客户
1399,1,1,1,重要价值客户
1400,1,0,1,重要保持客户
1401,0,1,0,一般发展客户
1402,1,1,1,重要价值客户
1403,0,1,0,一般发展客户
1404,0,1,0,一般发展客户
1405,0,1,0,一般发展客户
1406,1,0,1,重要保持客户
1407,1,0,1,重要保持客户
1408,0,1,0,一般发展客户
1409,0,0,0,一般挽留客户
1410,1,0,1,重要保持客户
1411,0,0,1,重要挽留客户
1412,1,0,1,重要保持客户
1413,1,0,1,重要保持客户
1414,1,0,1,重要保持客户
1415,0,1,1,重要发展客户
1416,1,0,1,重要保持客户
1417,1,0,1,重要保持客户
1418,0,0,0,一般挽留客户
1419,0,1,0,一般发展客户
1420,0,1,0,一般发展客户
1421,0,0,0,一般挽留客户
1422,0,1,0,一般发展客户
1423,0,0,0,一般挽留客户
1424,0,1,0,一般发展客户
1425,0,1,0,一般发展客户
1426,0,1,0,一般发展客户
1427,1,0,1,重要保持客户
1428,0,1,0,一般发展客户
1429,0,1,0,一般发展客户
1430,1,1,1,重要价值客户
1431,0,1,0,一般发展客户
1432,0,1,0,一般发展客户
1433,0,1,0,一般发展客户
1434,0,1,0,一般发展客户
1435,1,0,1,重要保持客户
1436,0,1,0,一般发展客户
1437,0,1,0,一般发展客户
1438,0,1,0,一般发展客户
1439,0,0,0,一般挽留客户
1440,0,1,0,一般发展客户
1441,0,1,0,一般发展客户
1442,0,1,0,一般发展客户
1443,0,1,0,一般发展客户
1444,1,0,1,重要保持客户
1445,1,0,1,重要保持客户
1446,0,1,0,一般发展客户
1447,1,0,1,重要保持客户
1448,0,0,0,一般挽留客户
1449,0,0,0,一般挽留客户
1450,1,0,1,重要保持客户
1451,0,1,0,一般发展客户
1452,0,1,0,一般发展客户
1453,0,1,0,一般发展客户
1454,0,1,0,一般发展客户
1455,0,1,0,一般发展客户
1456,0,1,0,一般发展客户
1457,0,1,0,一般发展客户
1458,0,0,0,一般挽留客户
1459,0,1,0,一般发展客户
1460,1,0,1,重要保持客户
1461,0,1,0,一般发展客户
1462,0,1,0,一般发展客户
1463,0,1,0,一般发展客户
1464,0,0,0,一般挽留客户
1465,0,1,0,一般发展客户
1466,0,1,0,一般发展客户
1467,0,1,0,一般发展客户
1468,1,0,1,重要保持客户
1469,0,1,0,一般发展客户
1470,1,0,1,重要保持客户
1471,1,1,1,重要价值客户
1472,0,1,0,一般发展客户
1473,1,0,1,重要保持客户
1474,1,0,1,重要保持客户
1475,0,1,0,一般发展客户
1476,0,1,0,一般发展客户
1477,0,0,0,一般挽留客户
1478,0,1,0,一般发展客户
1479,0,1,0,一般发展客户
1480,0,1,0,一般发展客户
1481,0,1,0,一般发展客户
1482,0,1,0,一般发展客户
1483,1,1,1,重要价值客户
1484,0,1,0,一般发展客户
1485,1,0,1,重要保持客户
1486,0,1,0,一般发展客户
1487,0,1,0,一般发展客户
1488,1,0,1,重要保持客户
1489,0,0,0,一般挽留客户
1490,1,0,1,重要保持客户
1491,0,1,0,一般发展客户
1492,0,1,0,一般发展客户
1493,0,1,0,一般发展客户
1494,1,0,1,重要保持客户
1495,0,1,0,一般发展客户
1496,0,0,1,重要挽留客户
1497,0,1,0,一般发展客户
1498,0,1,0,一般发展客户
1499,1,1,1,重要价值客户
1500,0,0,0,一般挽留客户
1501,0,0,0,一般挽留客户
1502,0,1,0,一般发展客户
1503,0,1,0,一般发展客户
1504,0,1,0,一般发展客户
1505,0,1,0,一般发展客户
1506,1,0,1,重要保持客户
1507,0,1,0,一般发展客户
1508,0,1,0,一般发展客户
1509,1,0,1,重要保持客户
1510,1,0,1,重要保持客户
1511,0,1,0,一般发展客户
1512,0,1,0,一般发展客户
1513,0,1,0,一般发展客户
1514,1,0,1,重要保持客户
1515,0,1,0,一般发展客户
1516,0,0,0,一般挽留客户
1517,0,1,0,一般发展客户
1518,0,1,0,一般发展客户
1519,0,0,0,一般挽留客户
1520,0,1,0,一般发展客户
1521,0,1,0,一般发展客户
1522,0,1,1,重要发展客户
1523,1,0,1,重要保持客户
1524,0,1,0,一般发展客户
1525,0,0,0,一般挽留客户
1526,0,1,0,一般发展客户
1527,0,1,0,一般发展客户
1528,0,0,0,一般挽留客户
1529,0,1,0,一般发展客户
1530,1,0,1,重要保持客户
1531,0,1,0,一般发展客户
1532,0,0,0,一般挽留客户
1533,1,0,1,重要保持客户
1534,0,1,0,一般发展客户
1535,0,1,0,一般发展客户
1536,0,1,0,一般发展客户
1537,0,1,0,一般发展客户
